,station_id,station_name,station_latitude,station_longitude
116,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354
117,328,Watts St & Greenwich St,40.72405549,-74.00965965
118,329,Greenwich St & North Moore St,40.72015227,-74.01036501
119,330,Reade St & Broadway,40.71450451,-74.00562789
120,331,Pike St & Monroe St,40.71173107,-73.99193043
121,332,Cherry St,40.71219906,-73.97948148
122,334,W 20 St & 7 Ave,40.74238787,-73.99726235
123,335,Washington Pl & Broadway,40.72903917,-73.99404649
124,336,Sullivan St & Washington Sq,40.73047747,-73.99906065
125,337,Old Slip & Front St,40.703799200000006,-74.00838676
126,339,Avenue D & E 12 St,40.72580614,-73.97422494
127,340,Madison St & Clinton St,40.71269042,-73.98776323
128,341,Stanton St & Mangin St,40.71782143,-73.97628939
129,342,Columbia St & Rivington St,40.71739973,-73.98016555
130,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848
131,344,Monroe St & Bedford Ave,40.6851443,-73.95380904
132,345,W 13 St & 6 Ave,40.73649403,-73.99704374
133,346,Bank St & Hudson St,40.73652889,-74.00618026
134,347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001
135,348,W Broadway & Spring St,40.72490985,-74.00154702
136,349,Rivington St & Ridge St,40.71850211,-73.98329859
137,350,Clinton St & Grand St,40.71559509,-73.9870295
138,351,Front St & Maiden Ln,40.70530954,-74.00612572
139,352,W 56 St & 6 Ave,40.76340613,-73.97722479
140,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458
141,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558
142,355,Bayard St & Baxter St,40.71602118,-73.99974372
143,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206
144,357,E 11 St & Broadway,40.73261787,-73.99158043
145,358,Christopher St & Greenwich St,40.73291553,-74.00711384
146,359,E 47 St & Park Ave,40.75510267,-73.97498696
147,360,William St & Pine St,40.70717936,-74.00887308
148,361,Allen St & Hester St,40.71605866,-73.99190759
149,362,Broadway & W 37 St,40.75172632,-73.98753523
150,363,West Thames St,40.70834698,-74.01713445
151,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854
152,365,Fulton St & Grand Ave,40.68223166,-73.9614583
153,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896
154,367,E 53 St & Lexington Ave,40.75828065,-73.97069431
155,368,Carmine St & 6 Ave,40.73038599,-74.00214988
156,369,Washington Pl & 6 Ave,40.73224119,-74.00026394
157,372,Franklin Ave & Myrtle Ave,40.69454609,-73.95801365
158,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995
159,375,Mercer St & Bleecker St S,40.72679454,-73.99695094
160,376,John St & William St,40.70862144,-74.00722156
161,377,6 Ave & Canal St,40.72243797,-74.00566443
162,379,W 31 St & 7 Ave,40.749156,-73.9916
163,380,W 4 St & 7 Ave S,40.73401143,-74.00293877
164,382,University Pl & E 14 St,40.73492695,-73.99200509
165,383,Greenwich Ave & Charles St,40.735238,-74.000271
166,384,Fulton St & Washington Ave,40.683048,-73.964915
167,385,E 55 St & 2 Ave,40.75797322,-73.96603308
168,386,Centre St & Worth St,40.71494807,-74.00234482
169,387,Centre St & Chambers St,40.71273266,-74.0046073
170,388,W 26 St & 10 Ave,40.74971775,-74.00295035
171,389,Broadway & Berry St,40.71044554,-73.96525063
172,390,Duffield St & Willoughby St,40.69221589,-73.9842844
173,391,Clark St & Henry St,40.69760127,-73.99344559
174,392,Jay St & Tech Pl,40.695065,-73.987167
175,393,E 5 St & Avenue C,40.72299208,-73.97995466
176,394,E 9 St & Avenue C,40.72521311,-73.97768752
177,395,Bond St & Schermerhorn St,40.68807003,-73.98410637
178,396,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894
179,397,Fulton St & Clermont Ave,40.68415748,-73.96922273
180,398,Atlantic Ave & Furman St,40.69165183,-73.99997859999999
181,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628
182,400,Pitt St & Stanton St,40.71926081,-73.98178024
183,401,Allen St & Rivington St,40.72019576,-73.98997825
184,402,Broadway & E 22 St,40.740343200000005,-73.98955109
185,403,E 2 St & 2 Ave,40.72502876,-73.99069656
186,404,9 Ave & W 14 St,40.7405826,-74.00550867
187,405,Washington St & Gansevoort St,40.739323,-74.008119
188,406,Hicks St & Montague St,40.69512845,-73.99595065
189,407,Henry St & Poplar St,40.700469,-73.991454
190,408,Market St & Cherry St,40.71076228,-73.99400398
191,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107
192,410,Suffolk St & Stanton St,40.72066442,-73.98517977
193,411,E 6 St & Avenue D,40.72228087,-73.97668709
194,412,Forsyth St & Canal St,40.715815500000005,-73.99422366
195,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762
196,415,Pearl St & Hanover Square,40.7047177,-74.00926027
197,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183
198,417,Barclay St & Church St,40.71291224,-74.01020234
199,418,Front St & Gold St,40.70224,-73.982578
200,419,Carlton Ave & Park Ave,40.69580705,-73.97355569
201,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902
202,421,Clermont Ave & Park Ave,40.69573398,-73.97129668
203,422,W 59 St & 10 Ave,40.770513,-73.988038
204,423,W 54 St & 9 Ave,40.76584941,-73.98690506
205,426,West St & Chambers St,40.71754834,-74.01322069
206,427,Bus Slip & State St,40.701907,-74.013942
207,428,E 3 St & 1 Ave,40.72467721,-73.98783413
208,430,York St & Jay St,40.7014851,-73.98656928
209,431,Hanover Pl & Livingston St,40.68864636,-73.98263429
210,432,E 7 St & Avenue A,40.72621788,-73.98379855
211,433,E 13 St & Avenue A,40.72955361,-73.98057249
212,434,9 Ave & W 18 St,40.74317449,-74.00366443
213,435,W 21 St & 6 Ave,40.74173969,-73.99415556
214,436,Hancock St & Bedford Ave,40.68216564,-73.95399026
215,437,Macon St & Nostrand Ave,40.68098339,-73.95004798
216,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945
217,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041
218,440,E 45 St & 3 Ave,40.75255434,-73.97282625
219,441,E 52 St & 2 Ave,40.756014,-73.967416
220,442,W 27 St & 7 Ave,40.746646999999996,-73.993915
221,443,Bedford Ave & S 9 St,40.70853074,-73.96408963
222,444,Broadway & W 24 St,40.742354299999995,-73.98915076
223,445,E 10 St & Avenue A,40.72740794,-73.98142006
224,446,W 24 St & 7 Ave,40.74487634,-73.99529885
225,447,8 Ave & W 52 St,40.76370739,-73.9851615
226,448,W 37 St & 10 Ave,40.75660359,-73.9979009
227,449,W 52 St & 9 Ave,40.76461837,-73.98789473
228,450,W 49 St & 8 Ave,40.76227205,-73.98788205
229,453,W 22 St & 8 Ave,40.74475148,-73.99915362
230,454,E 51 St & 1 Ave,40.75455731,-73.96592976
231,455,1 Ave & E 44 St,40.75001986,-73.96905301
232,456,E 53 St & Madison Ave,40.75971079999999,-73.97402311
233,457,Broadway & W 58 St,40.76695317,-73.98169333
234,458,11 Ave & W 27 St,40.751396,-74.00522600000001
235,459,W 20 St & 11 Ave,40.746745000000004,-74.007756
236,460,S 4 St & Wythe Ave,40.71285887,-73.96590294
237,461,E 20 St & 2 Ave,40.73587678,-73.98205027
238,462,W 22 St & 10 Ave,40.74691959,-74.00451887
239,463,9 Ave & W 16 St,40.74206539,-74.00443172
240,464,E 56 St & 3 Ave,40.75934501,-73.96759673
241,465,Broadway & W 41 St,40.75513557,-73.98658032
242,466,W 25 St & 6 Ave,40.74395411,-73.99144871
243,467,Dean St & 4 Ave,40.68312489,-73.97895137
244,468,Broadway & W 56 St,40.7652654,-73.98192338
245,469,Broadway & W 53 St,40.76344058,-73.98268129
246,470,W 20 St & 8 Ave,40.74345335,-74.00004031
247,471,Grand St & Havemeyer St,40.71286844,-73.95698119
248,472,E 32 St & Park Ave,40.745712100000006,-73.98194829
249,473,Rivington St & Chrystie St,40.72110063,-73.99192540000001
250,474,5 Ave & E 29 St,40.7451677,-73.98683077
251,475,E 15 St & Irving Pl,40.73524276,-73.98758561
252,476,E 31 St & 3 Ave,40.74394314,-73.97966069
253,477,W 41 St & 8 Ave,40.75640548,-73.9900262
254,478,11 Ave & W 41 St,40.76030096,-73.99884222
255,479,9 Ave & W 45 St,40.76019252,-73.9912551
256,480,W 53 St & 10 Ave,40.76669671,-73.99061728
257,481,S 3 St & Bedford Ave,40.71260486,-73.96264403
258,482,W 15 St & 7 Ave,40.73935542,-73.99931783
259,483,E 12 St & 3 Ave,40.73223272,-73.98889957
260,484,W 44 St & 5 Ave,40.75500254,-73.98014437
261,485,W 37 St & 5 Ave,40.75038009,-73.98338988
262,486,Broadway & W 29 St,40.7462009,-73.98855723
263,487,E 20 St & FDR Drive,40.73314259,-73.97573881
264,488,W 39 St & 9 Ave,40.75645824,-73.99372222
265,489,10 Ave & W 28 St,40.75066386,-74.00176802
266,490,8 Ave & W 33 St,40.751551,-73.993934
267,491,E 24 St & Park Ave S,40.74096374,-73.98602213
268,492,W 33 St & 7 Ave,40.75019995,-73.99093085
269,493,W 45 St & 6 Ave (1),40.7568001,-73.98291153
270,494,W 26 St & 8 Ave,40.74734825,-73.99723551
271,495,W 47 St & 10 Ave,40.76269882,-73.99301222
272,496,E 16 St & 5 Ave,40.73726186,-73.99238967
273,497,E 17 St & Broadway,40.73704984,-73.99009296
274,498,Broadway & W 32 St,40.74854862,-73.98808416
275,499,Broadway & W 60 St,40.76915505,-73.98191841
276,500,Broadway & W 51 St,40.76228826,-73.98336183
277,501,FDR Drive & E 35 St,40.744219,-73.97121214
278,502,Henry St & Grand St,40.714215,-73.981346
279,503,E 20 St & Park Ave,40.73827428,-73.98751968
280,504,1 Ave & E 16 St,40.73221853,-73.98165557
281,505,6 Ave & W 33 St,40.74901271,-73.98848395
282,507,E 25 St & 2 Ave,40.73912601,-73.97973776
283,508,W 46 St & 11 Ave,40.76341379,-73.99667444
284,509,9 Ave & W 22 St,40.7454973,-74.00197139
285,510,W 51 St & 6 Ave,40.7606597,-73.98042047
286,511,E 14 St & Avenue B,40.72938685,-73.97772429
287,512,W 29 St & 9 Ave,40.750072700000004,-73.99839279
288,513,W 56 St & 10 Ave,40.768254,-73.988639
289,514,12 Ave & W 40 St,40.76087502,-74.00277668
290,515,W 43 St & 10 Ave,40.76009437,-73.99461843
291,516,E 47 St & 1 Ave,40.75206862,-73.96784384
292,517,Pershing Square South,40.751581,-73.97791
293,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001
294,519,Pershing Square North,40.751872999999996,-73.97770600000001
295,520,W 52 St & 5 Ave,40.75992262,-73.97648516
296,521,8 Ave & W 31 St N,40.75096735,-73.99444208
297,522,E 51 St & Lexington Ave,40.75714758,-73.97207836
298,523,W 38 St & 8 Ave,40.75466591,-73.99138152
299,524,W 43 St & 6 Ave,40.75527307,-73.98316936
300,525,W 34 St & 11 Ave,40.75594159,-74.0021163
301,526,E 33 St & 5 Ave,40.74765947,-73.98490707
302,527,E 33 St & 2 Ave,40.744023,-73.976056
303,528,2 Ave & E 31 St,40.74290902,-73.97706058
304,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507
305,530,11 Ave & W 59 St,40.771522,-73.99054100000001
306,531,Forsyth St & Broome St,40.71893904,-73.99266288
307,532,S 5 Pl & S 5 St,40.710451,-73.960876
308,533,Broadway & W 38 St,40.75299641,-73.98721619
309,534,Water - Whitehall Plaza,40.70255065,-74.0127234
310,536,1 Ave & E 30 St,40.74144387,-73.97536082
311,537,Lexington Ave & E 24 St,40.74025878,-73.98409214
312,538,E 48 St & Madison Ave,40.75666,-73.97668399999999
313,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116
314,540,Lexington Ave & E 29 St,40.74311555,-73.98215353
315,545,E 23 St & 1 Ave,40.736502,-73.97809472
316,546,E 30 St & Park Ave S,40.74444921,-73.98303529
317,2000,Front St & Washington St,40.70255088,-73.98940236
318,2001,Sands St & Navy St,40.699773,-73.979927
319,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999
320,2003,1 Ave & E 18 St,40.73381219,-73.98054421
321,2004,6 Ave & Broome St,40.724399,-74.004704
322,2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056
323,2006,Central Park S & 6 Ave,40.76590936,-73.97634151
324,2008,Little West St & 1 Pl,40.70569254,-74.01677685
325,2009,Catherine St & Monroe St,40.71117444,-73.99682619
326,2010,Grand St & Greene St,40.72165481,-74.00234737
327,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001
328,2017,E 43 St & 2 Ave,40.75022392,-73.97121414
329,2021,W 45 St & 8 Ave,40.75929124,-73.98859651
330,2022,E 60 St & York Ave,40.759107,-73.959223
331,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366
332,3000,MLSWKiosk,40.755466999999996,-73.986536
333,3002,South End Ave & Liberty St,40.711512,-74.01575600000001
334,3014,3969.TEMP (Bike The Branches - Central Branch),40.722852,-73.959114
335,3016,Mobile 01,40.77105186,-73.9643383
336,3017,NYCBS Depot - FAR,40.751483,-73.996764
337,3019,NYCBS Depot - DEL,40.716633,-73.981933
338,3020,NYCBS Test,40.646606799999994,-74.01597
339,3036,8D OPS 01,40.68486875,-74.02544975
340,3039,NYCBS Depot - DYR,40.75908809,-73.99375051
341,3040,SSP Tech Workshop,40.646678,-74.016263
342,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771
343,3042,Fulton St & Utica Ave,40.6794268,-73.92989109999999
344,3043,Lewis Ave & Decatur St,40.6814598,-73.934903
345,3044,Albany Ave & Fulton St,40.6800105,-73.938475
346,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037
347,3047,Halsey St & Tompkins Ave,40.682368700000005,-73.944118
348,3048,Putnam Ave & Nostrand Ave,40.684020000000004,-73.94977
349,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304
350,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111
351,3052,Lewis Ave & Madison St,40.686312,-73.935775
352,3053,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000001
353,3054,Greene Ave & Throop Ave,40.6894932,-73.942061
354,3055,Greene Ave & Nostrand Ave,40.68833370000001,-73.950916
355,3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465
356,3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416
357,3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428
358,3059,Pulaski St & Marcus Garvey Blvd,40.693398200000004,-73.939877
359,3060,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915
360,3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094
361,3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908
362,3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108
363,3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926
364,3065,Union Ave & Wallabout St,40.70029511,-73.95032283
365,3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417
366,3067,Broadway & Whipple St,40.7016657,-73.9437303
367,3068,Humboldt St & Varet St,40.7031724,-73.940636
368,3069,Lorimer St & Broadway,40.70411791,-73.94818595
369,3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279
370,3071,Boerum St & Broadway,40.70538077,-73.94976519
371,3072,Leonard St & Boerum St,40.70583339,-73.94644578
372,3073,Division Ave & Hooper St,40.70691254,-73.95441667
373,3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171
374,3075,Division Ave & Marcy Ave,40.70708701,-73.95796783
375,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625
376,3077,Stagg St & Union Ave,40.70877084,-73.95095259
377,3078,Broadway & Roebling St,40.70925562,-73.95982218
378,3079,Leonard St & Grand St,40.71103537,-73.94714303
379,3080,S 4 St & Rodney St,40.709340000000005,-73.95608
380,3081,Graham Ave & Grand St,40.711863,-73.944024
381,3082,Hope St & Union Ave,40.71167351,-73.95141312
382,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005
383,3084,Devoe St & Leonard St,40.71348658,-73.94792458
384,3085,Roebling St & N 4 St,40.714690000000004,-73.95739
385,3086,Graham Ave & Conselyea St,40.715143,-73.944507
386,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386
387,3088,Union Ave & Jackson St,40.7160751,-73.95202900000001
388,3089,Leonard St & Meeker Ave,40.7173184,-73.94820213
389,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096
390,3091,Frost St & Meeker St,40.71764,-73.94882
391,3092,Berry St & N 8 St,40.7190095,-73.95852515
392,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939
393,3094,Graham Ave & Withers St,40.7169811,-73.94485918
394,3095,Graham Ave & Herbert St,40.71929301,-73.94500379
395,3096,Union Ave & N 12 St,40.71924,-73.95241999999999
396,3097,N Henry St & Richardson St,40.71921585,-73.94244690000001
397,3098,Leonard St & Bayard St,40.71928,-73.94861
398,3099,Leonard St & Manhattan Ave,40.7215224,-73.94898266
399,3100,Nassau Ave & Newell St,40.72481256,-73.94752622
400,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712
401,3102,Driggs Ave & Lorimer St,40.72179134,-73.95041540000001
402,3103,N 11 St & Wythe Ave,40.72153267,-73.95782357
403,3104,Kent Ave & N 7 St,40.72057658,-73.96150225
404,3105,N 15 St & Wythe Ave,40.724055,-73.955736
405,3106,Driggs Ave & N Henry St,40.72325,-73.94308000000001
406,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324
407,3108,Nassau Ave & Russell St,40.725570000000005,-73.94434
408,3109,Banker St & Meserole Ave,40.72606,-73.95621
409,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117
410,3111,Norman Ave & Leonard St,40.725848299999996,-73.95064893
411,3112,Milton St & Franklin St,40.72906,-73.95779
412,3113,Greenpoint Ave & Manhattan Ave,40.730259999999994,-73.95394
413,3114,India St & East River,40.73165141,-73.96161892
414,3115,India St & Manhattan Ave,40.73232194,-73.9550858
415,3116,Huron St & Franklin St,40.732659999999996,-73.95826
416,3117,Franklin St & Dupont St,40.735640000000004,-73.95866
417,3118,McGuinness Blvd & Eagle St,40.73555,-73.95284000000001
418,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749
419,3120,Center Blvd & Borden Ave,40.741609999999994,-73.96044
420,3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276
421,3122,48 Ave & 5 St,40.74436329,-73.95587325
422,3123,31 St & Thomson Ave,40.74469738,-73.93540375
423,3124,46 Ave & 5 St,40.74731,-73.95451
424,3125,45 Rd & 11 St,40.74708586,-73.94977234
425,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635
426,3127,9 St & 44 Rd,40.74966,-73.9521
427,3128,21 St & 43 Ave,40.75052534,-73.94594845
428,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717
429,3130,21 St & Queens Plaza North,40.75325964,-73.94335788
430,3131,E 68 St & 3 Ave,40.7671284,-73.96224618
431,3132,E 59 St & Madison Ave,40.76350532,-73.97109243
432,3133,E 67 St & Park Ave,40.76735637,-73.96493528
433,3134,3 Ave & E 62 St,40.76312584,-73.96526895
434,3135,E 75 St & 3 Ave,40.77112927,-73.95772297
435,3136,5 Ave & E 63 St,40.76650452,-73.97147595
436,3137,5 Ave & E 73 St,40.77282817,-73.96685276
437,3138,E 77 St & Park Ave,40.77440546,-73.96175265
438,3139,E 72 St & Park Ave,40.77122923,-73.96432627
439,3140,1 Ave & E 78 St,40.77140426,-73.9535166
440,3141,1 Ave & E 68 St,40.76500525,-73.95818491
441,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022
442,3143,5 Ave & E 78 St,40.77682863,-73.96388769
443,3144,E 81 St & Park Ave,40.77677702,-73.95900970000001
444,3145,E 84 St & Park Ave,40.77862688,-73.95772073
445,3146,E 81 St & 3 Ave,40.77573034,-73.9567526
446,3147,E 85 St & 3 Ave,40.77801203,-73.95407149
447,3148,E 84 St & 1 Ave,40.77565541,-73.95068615
448,3149,E 82 St & 2 Ave,40.77517793,-73.95324922
449,3150,E 85 St & York Ave,40.77536905,-73.94803392
450,3151,E 81 St & York Ave,40.7728384,-73.94989233
451,3152,3 Ave & E 71 St,40.76873687,-73.96119945
452,3153,E 71 St & 2 Ave,40.76817547,-73.95910263
453,3154,E 77 St & 3 Ave,40.77314236,-73.95856158
454,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977
455,3156,E 72 St & York Ave,40.76663814,-73.95348296
456,3157,East End Ave & E 86 St,40.77518615,-73.94446054
457,3158,W 63 St & Broadway,40.77163851,-73.98261428
458,3159,W 67 St & Broadway,40.77492513,-73.98266566
459,3160,Central Park West & W 76 St,40.77896784,-73.97374737
460,3161,W 76 St & Columbus Ave,40.78018397,-73.97728533
461,3162,W 78 St & Broadway,40.78339981,-73.98093133
462,3163,Central Park West & W 68 St,40.7734066,-73.97782542
463,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475
